Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,"
Co-ordinating Institute",Click here to Join the course,Course ID.1,NPTEL URL.1,Unnamed: 26,description_gemini
noc23-me89,Mechanical Engineering,introduction to composites,Prof. Nachiketa Tewari,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_me89/preview,https://onlinecourses.nptel.ac.in/noc22_me87/preview,https://nptel.ac.in/courses/112104229,,,,,,,,,,,,
noc23-me90,Mechanical Engineering,manufacturing processes - casting and joining,Prof. Sounak Kumar Choudhury,IITK,IITK,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,"Manufacturing Processes and Technology,Product Design",https://onlinecourses.nptel.ac.in/noc23_me90/preview,https://onlinecourses.nptel.ac.in/noc22_me100/preview,https://nptel.ac.in/courses/112104301,,,,,,,,,,,,
noc23-me91,Mechanical Engineering,production technology: theory and practice,Prof. Sounak Kumar Choudhury,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,"Manufacturing Processes and Technology
 Product Design",https://onlinecourses.nptel.ac.in/noc23_me91/preview,https://onlinecourses.nptel.ac.in/noc22_me99/preview,https://nptel.ac.in/courses/112104304,,,,,,,,,,,,
noc23-me92,Mechanical Engineering,metal additive manufacturing,"Prof. Janakranjan Ramkumar
 Prof. Amandeep Singh Oberoi",IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_me92/preview,https://onlinecourses.nptel.ac.in/noc22_me130/preview,https://nptel.ac.in/courses/112104312,,,,,,,,,,,,
noc23-me93,Mechanical Engineering,conduction and convection: fundamentals and applications,Prof. Gautam Biswas / Prof. Sameer Khandekar,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Energy Systems,https://onlinecourses.nptel.ac.in/noc23_me93/preview,https://onlinecourses.nptel.ac.in/noc22_me139/preview,https://nptel.ac.in/courses/112104313,,,,,,,,,,,,
noc23-me94,Mechanical Engineering,computational fluid dynamics and heat transfer,Prof. Gautam Biswas,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,Computational Thermo Fluids,https://onlinecourses.nptel.ac.in/noc23_me94/preview,https://onlinecourses.nptel.ac.in/noc22_me101/preview,https://nptel.ac.in/courses/112104302,,,,,,,,,,,,
noc23-me95,Mechanical Engineering,fundamentals of conduction and radiation,"Prof. Amaresh Dalal
 Prof. Dipankar N.Basu",IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Energy Systems,https://onlinecourses.nptel.ac.in/noc23_me95/preview,https://onlinecourses.nptel.ac.in/noc22_me111/preview,https://nptel.ac.in/courses/112103276,,,,,,,,,,,,
noc23-me96,Mechanical Engineering,dynamic behaviour of materials,Prof. Prasenjit Khanikar,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,Advanced Mechanics,https://onlinecourses.nptel.ac.in/noc23_me96/preview,https://onlinecourses.nptel.ac.in/noc22_me115/preview,https://nptel.ac.in/courses/112103278,,,,,,,,,,,,
noc23-me97,Mechanical Engineering,applied thermodynamics for engineers,Prof.Dipankar N. Basu,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,"Energy Systems
Propulsion",https://onlinecourses.nptel.ac.in/noc23_me97/preview,https://onlinecourses.nptel.ac.in/noc22_me113/preview,https://nptel.ac.in/courses/112103275,,,,,,,,,,,,
noc23-me98,Mechanical Engineering,principle of hydraulic machines and system design,Prof. Pranab K. Mondal,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_me98/preview,https://onlinecourses.nptel.ac.in/noc22_me114/preview,https://nptel.ac.in/courses/112103249,,,,,,,,,,,,
noc23-me99,Mechanical Engineering,Optimization from fundamentals,Prof. Manas Das,IITG,IITG,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_me99/preview,https://onlinecourses.nptel.ac.in/noc22_me119/preview,https://nptel.ac.in/courses/112103202,,,,,,,,,,,,
noc23-mg100,Management,retail marketing strategy,Prof. Sourabh Arora,IITR,IITR,8 Weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg100/preview,,https://nptel.ac.in/courses/110107167,,,,,,,,,,,,
noc23-mg101,Management,management accounting,Prof. Anil K. Sharma,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg101/preview,https://onlinecourses.nptel.ac.in/noc22_mg65/preview,https://nptel.ac.in/courses/110107127,,,,,,,,,,,,
noc23-mg102,Management,working capital management,Prof. Anil K. Sharma,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg102/preview,https://onlinecourses.nptel.ac.in/noc22_mg66/preview,https://nptel.ac.in/courses/110107093,,,,,,,,,,,,
noc23-mg103,Management,business analytics & data mining modeling using r part ii,Prof. Gaurav Dixit,IITR,IITR,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg103/preview,https://onlinecourses.nptel.ac.in/noc22_mg67/preview,https://nptel.ac.in/courses/110107095,,,,,,,,,,,,
noc23-mg104,Management,business analytics & text mining modeling using python,Prof. Gaurav Dixit,IITR,IITR,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg104/preview,https://onlinecourses.nptel.ac.in/noc22_mg68/preview,https://nptel.ac.in/courses/110107129,,,,,,,,,,,,
noc23-mg105,Management,toyota production system,Prof. Rajat Agrawal,IITR,IITR,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Operations,https://onlinecourses.nptel.ac.in/noc23_mg105/preview,https://onlinecourses.nptel.ac.in/noc22_mg69/preview,https://nptel.ac.in/courses/110107130,,,,,,,,,,,,
noc23-mg106,Management,marketing research and analysis,Prof. J.K.Nayak,IITR,IITR,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Core/Elective,Yes,Marketing,https://onlinecourses.nptel.ac.in/noc23_mg106/preview,https://onlinecourses.nptel.ac.in/noc21_mg67/preview,https://nptel.ac.in/courses/110107080,,,,,,,,,,,,
noc23-mg107,Management,project management for managers,Prof. Mukesh Kumar Barua,IITR,IITR,12 weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,Operations,https://onlinecourses.nptel.ac.in/noc23_mg107/preview,https://onlinecourses.nptel.ac.in/noc22_mg71/preview,https://nptel.ac.in/courses/110107081,,,,,,,,,,,,
noc23-mg108,Management,training of trainers,Prof. Santosh Rangnekar,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Faculty Domain - Advanced,https://onlinecourses.nptel.ac.in/noc23_mg108/preview,https://onlinecourses.nptel.ac.in/noc22_mg61/preview,https://nptel.ac.in/courses/110107126,,,,,,,,,,,,
noc23-mg109,Management,manufacturing strategy,Prof. Rajat Agrawal,IITR,IITR,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,Operations,https://onlinecourses.nptel.ac.in/noc23_mg109/preview,https://onlinecourses.nptel.ac.in/noc21_mg68/preview,https://nptel.ac.in/courses/110107116,,,,,,,,,,,,
noc23-mg110,Management,product and brand management,Prof. Vinay Sharma,IITR,IITR,12 weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg110/preview,https://onlinecourses.nptel.ac.in/noc22_mg82/preview,https://nptel.ac.in/courses/110107161,,,,,,,,,,,,
noc23-mg111,Management,quantitative investment management,Prof. J. P Singh,IITR,IITR,12 weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg111/preview,https://onlinecourses.nptel.ac.in/noc22_mg83/preview,https://nptel.ac.in/courses/110107162,,,,,,,,,,,,
noc23-mg112,Management,security analysis & portfolio management,Prof. J. P Singh,IITR,IITR,12 weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg112/preview,https://onlinecourses.nptel.ac.in/noc22_mg113/preview,https://nptel.ac.in/courses/110107154,,,,,,,,,,,,
noc23-mg113,Management,strategic sales management,"Prof. Sourabh Arora
 Prof. Kalpak Kulkarni",IITR,IITR,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg113/preview,https://onlinecourses.nptel.ac.in/noc22_mg107/preview,https://nptel.ac.in/courses/110107163,,,,,,,,,,,,
noc23-mg114,Management,econometric modelling,Prof. Sujata Kar,IITR,IITR,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg114/preview,https://onlinecourses.nptel.ac.in/noc22_mg112/preview,https://nptel.ac.in/courses/110107153,,,,,,,,,,,,
noc23-mg115,Management,"services marketing : integrating people, technology, strategy",Prof. Zillur Rahman,IITR,IITR,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg115/preview,https://onlinecourses.nptel.ac.in/noc22_mg72/preview,https://nptel.ac.in/courses/110107142,,,,,,,,,,,,
noc23-mg116,Management,"innovation, business models and entrepreneurship","Prof. Rajat Agrawal
Prof. Vinay Sharma",IITR,IITR,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Patents and Intellectual Property Rights,https://onlinecourses.nptel.ac.in/noc23_mg116/preview,https://onlinecourses.nptel.ac.in/noc22_mg73/preview,https://nptel.ac.in/courses/110107094,,,,,,,,,,,,
noc23-mg117,Management,brand management,Prof. Abhishek Kumar,IITK,IITK,8 Weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg117/preview,,https://nptel.ac.in/courses/110104167,,,,,,,,,,,,
noc23-mg118,Management,advanced business decision support systems,Prof. Deepu Philip / Prof. Amandeep Singh Oberoi / Prof. Prabal Pratap Singh,IITK,IITK,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg118/preview,,https://nptel.ac.in/courses/110104168,,,,,,,,,,,,
noc23-mg119,Management,advanced algorithmic trading and portfolio management,Prof. Abhinava Tripathi,IITK,IITK,8 Weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg119/preview,,https://nptel.ac.in/courses/110104169,,,,,,,,,,,,
noc23-mg120,Management,business to business marketing (b2b),Prof. Jogendra Nayak,IITR,IITR,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg120/preview,,https://nptel.ac.in/courses/110107168,,,,,,,,,,,,
noc23-mg121,Management,designing work organization,Prof. Santosh Rangnekar,IITR,IITR,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg121/preview,,https://nptel.ac.in/courses/110107169,,,,,,,,,,,,
noc23-mg122,Management,introduction to marketing essentials,Prof. Zillur Rahman,IITR,IITR,8 Weeks + 4 Weeks (New),New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,Marketing,https://onlinecourses.nptel.ac.in/noc23_mg122/preview,https://onlinecourses.nptel.ac.in/noc22_mg109/preview,https://nptel.ac.in/courses/110107147,,,,,,,,,,,,
noc23-mg123,Management,working in contemporary teams,"Prof.M. P Ganesh
 Prof.Chitra Dey","IITH
 VIT Chennai",IITM,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg123/preview,,https://nptel.ac.in/courses/110106167,,,,,,,,,,,,
noc23-mg124,Management,"project management : planning, execution, evaluation and control",Prof. Sanjib Chowdhury,IITKGP,IITKGP,8 weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg124/preview,,https://nptel.ac.in/courses/110105167,,,,,,,,,,,,
noc23-mg125,Management,AI in Marketing,Prof. Ashish Pandey,IITB,IITB,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,ELective,Yes,Psychology,https://onlinecourses.nptel.ac.in/noc23_mg125/preview,https://onlinecourses.nptel.ac.in/noc23_hs74/preview,https://nptel.ac.in/courses/110101165,,,,,,,,,,,,
noc23-mg126,Management & Entrepreneurship,business fundamentals for entrepreneurs (part 1: internal operation),Prof. Devdip Purkayastha,IITB,IITB,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Core/elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg126/preview,,https://nptel.ac.in/courses/110101167,,,,,,,,,,,,
noc23-mg66,Management,human factors engineering,"Prof. Pradip Kumar Ray
Prof. Virendra Kumar Tewari",IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg66/preview,https://onlinecourses.nptel.ac.in/noc22_mg108/preview,https://nptel.ac.in/courses/110105162,,,,,,,,,,,,
noc23-mg67,Management,gender justice and workplace security,Prof. Dipa Dube,IITKGP,IITKGP,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg67/preview,https://onlinecourses.nptel.ac.in/noc22_mg96/preview,https://nptel.ac.in/courses/110105080,,,,,,,,,,,,
noc23-mg68,Management,intellectual property rights and competition law,"Prof. K. D. Raju
Prof. Niharika Sahoo Bhattacharya",IITKGP,IITKGP,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Patents and Intellectual Property Rights,https://onlinecourses.nptel.ac.in/noc23_mg68/preview,https://onlinecourses.nptel.ac.in/noc22_mg98/preview,https://nptel.ac.in/courses/110105139,,,,,,,,,,,,
noc23-mg69,Management,Business Development: From Start to Scale,Prof. Raghu Nandan Sengupta,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,Operations,https://onlinecourses.nptel.ac.in/noc23_mg69/preview,https://onlinecourses.nptel.ac.in/noc22_mg60/preview,https://nptel.ac.in/courses/110104073,,,,,,,,,,,,
noc23-mg70,Management,decision-making under uncertainty,Prof. N. Gautam,Syracuse University,IITM,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,"Managerial Economics
Operations",https://onlinecourses.nptel.ac.in/noc23_mg70/preview,https://onlinecourses.nptel.ac.in/noc22_mg62/preview,https://nptel.ac.in/courses/110106134,,,,,,,,,,,,
noc23-mg71,Management,operations and supply chain management,Prof. G. Srinivasan,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,"Minor in Management
Operations",https://onlinecourses.nptel.ac.in/noc23_mg71/preview,https://onlinecourses.nptel.ac.in/noc22_mg74/preview,https://nptel.ac.in/courses/110106045,,,,,,,,,,,,
noc23-mg72,Management,Consumer Behaviour,"Prof. Ashwin Mahalingam
Prof. Bala Ramadurai",IITM,IITM,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg72/preview,https://onlinecourses.nptel.ac.in/noc23_mg11/preview,https://nptel.ac.in/courses/110106124,,,,,,,,,,,,
noc23-mg73,Management,organizational behaviour,Prof. M. P. Ganesh,IITH,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg73/preview,https://onlinecourses.nptel.ac.in/noc22_mg78/preview,https://nptel.ac.in/courses/110106145,,,,,,,,,,,,
noc23-mg74,Management,entrepreneurship,Prof. C Bhaktavatsala Rao,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,Faculty Domain - Advanced,https://onlinecourses.nptel.ac.in/noc23_mg74/preview,https://onlinecourses.nptel.ac.in/noc22_mg81/preview,https://nptel.ac.in/courses/110106141,,,,,,,,,,,,
noc23-mg75,Management,strategy and technology: a practical primer,Prof. C Bhaktavatsala Rao,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg75/preview,https://onlinecourses.nptel.ac.in/noc22_mg01/preview,https://nptel.ac.in/courses/110106157,,,,,,,,,,,,
noc23-mg76,Management,marketing management - i,"Prof. Jayanta Chatterjee
Prof. Shashi Shekhar",IITK,IITK,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,"Marketing, Minor in Management",https://onlinecourses.nptel.ac.in/noc23_mg76/preview,https://onlinecourses.nptel.ac.in/noc22_mg57/preview,https://nptel.ac.in/courses/110104068,,,,,,,,,,,,
noc23-mg77,Management,managing services,Prof. Jayanta Chatterjee,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Elective,Yes,Marketing,https://onlinecourses.nptel.ac.in/noc23_mg77/preview,https://onlinecourses.nptel.ac.in/noc22_mg58/preview,https://nptel.ac.in/courses/110104065,,,,,,,,,,,,
noc23-mg78,Management,data analysis & decision making - iii,Prof. Raghu Nandan Sengupta,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,Operations,https://onlinecourses.nptel.ac.in/noc23_mg78/preview,https://onlinecourses.nptel.ac.in/noc22_mg59/preview,https://nptel.ac.in/courses/110104125,,,,,,,,,,,,
noc23-mg79,Management,strategy: an introduction to game theory,"Prof. Aditya Jagannatham
Prof. Vimal Kumar",IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,"Economics
Managerial Economics
Operations",https://onlinecourses.nptel.ac.in/noc23_mg79/preview,https://onlinecourses.nptel.ac.in/noc22_mg77/preview,https://nptel.ac.in/courses/110104063,,,,,,,,,,,,
noc23-mg80,Management,financial accounting,Prof. Varadraj Bapat,IITB,IITB,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core/Elective,Yes,Minor in Management,https://onlinecourses.nptel.ac.in/noc23_mg80/preview,https://onlinecourses.nptel.ac.in/noc22_mg63/preview,https://nptel.ac.in/courses/110101131,,,,,,,,,,,,
noc23-mg81,Management,cost accounting,Prof. Varadraj Bapat,IITB,IITB,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg81/preview,https://onlinecourses.nptel.ac.in/noc22_mg64/preview,https://nptel.ac.in/courses/110101132,,,,,,,,,,,,
noc23-mg82,Management,game theory,Prof.K.S. Mallikarjuna Rao,IITB,IITB,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,"Economics
Managerial Economics",https://onlinecourses.nptel.ac.in/noc23_mg82/preview,https://onlinecourses.nptel.ac.in/noc22_mg76/preview,https://nptel.ac.in/courses/110101133,,,,,,,,,,,,
noc23-mg83,Management,organization development and change in 21st century,Prof. Ashish Pandey,IITB,IITB,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,Faculty Domain - Advanced,https://onlinecourses.nptel.ac.in/noc23_mg83/preview,https://onlinecourses.nptel.ac.in/noc22_mg84/preview,https://nptel.ac.in/courses/110101146,,,,,,,,,,,,
noc23-mg84,Management,business and sustainable development,Prof. Trupti Mishra,IITB,IITB,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Managerial Economics,https://onlinecourses.nptel.ac.in/noc23_mg84/preview,https://onlinecourses.nptel.ac.in/noc22_mg85/preview,https://nptel.ac.in/courses/110101153,,,,,,,,,,,,
noc23-mg85,Management,strategic management ï¿½ the competitive edge,Prof. R Srinivasan,IISc,IISc,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg85/preview,https://onlinecourses.nptel.ac.in/noc22_mg89/preview,https://nptel.ac.in/courses/110108161,,,,,,,,,,,,
noc23-mg86,Management,commodity derivatives & risk management,Prof. Prabina Rajib,IITKGP,IITKGP,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg86/preview,,https://nptel.ac.in/courses/110105168,,,,,,,,,,,,
noc23-mg87,Management,management information system,"Prof. Kunal Kanti Ghosh
Prof. Saini Das
Prof. Surojit Mukherjee",IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg87/preview,https://onlinecourses.nptel.ac.in/noc22_mg100/preview,https://nptel.ac.in/courses/110105148,,,,,,,,,,,,
noc23-mg88,Management,International Marketing,Prof. Mamata Jenamani,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg88/preview,https://onlinecourses.nptel.ac.in/noc23_mg49/preview,https://nptel.ac.in/courses/110105083,,,,,,,,,,,,
noc23-mg89,Management,automation in production systems and management,Prof. Pradip Kumar Ray,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,"Managerial Economics
Operations",https://onlinecourses.nptel.ac.in/noc23_mg89/preview,https://onlinecourses.nptel.ac.in/noc22_mg90/preview,https://nptel.ac.in/courses/110105155,,,,,,,,,,,,
noc23-mg90,Management,organizational behaviour - ii,"Prof. Susmita Mukhopadyay
Prof. Sangeeta Sahney
Prof. S. Srinivasan",IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg90/preview,https://onlinecourses.nptel.ac.in/noc21_mg87/preview,https://nptel.ac.in/courses/110105154,,,,,,,,,,,,
noc23-mg91,Management,customer relationship management,Prof. Swagato Chatterjee,IITKGP,IITKGP,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",PG,Elective,Yes,Marketing,https://onlinecourses.nptel.ac.in/noc23_mg91/preview,https://onlinecourses.nptel.ac.in/noc22_mg93/preview,https://nptel.ac.in/courses/110105145,,,,,,,,,,,,
noc23-mg92,Management,corporate finance,Prof. Abhijeet Chandra,IITKGP,IITKGP,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,Economics and Finance,https://onlinecourses.nptel.ac.in/noc23_mg92/preview,https://onlinecourses.nptel.ac.in/noc22_mg92/preview,https://nptel.ac.in/courses/110105156,,,,,,,,,,,,
noc23-mg93,Management,strategic management for competitive advantage,Prof. Sanjib Chowdhury,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg93/preview,https://onlinecourses.nptel.ac.in/noc22_mg88/preview,https://nptel.ac.in/courses/110105161,,,,,,,,,,,,
noc23-mg94,Management,corporate social responsibility,Prof. Aradhna Malik,IITKGP,IITKGP,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg94/preview,https://onlinecourses.nptel.ac.in/noc21_mg54/preview,https://nptel.ac.in/courses/110105081,,,,,,,,,,,,
